"AGY_AGENCY_KEY"	"FNDDTL_FUND_DETAIL_KEY"	"OBJ_OBJECT_KEY"	"SPRG_SUB_PROGRAM_KEY"	"VENDOR_NAME"	"AMOUNT"
267	1552	315	2488	"IMAGISTICS INTERNATIONAL INC"	252
267	1552	315	2488	"IMAGISTICS INTERNATIONAL INC"	252
267	1552	315	2488	"IMAGISTICS INTERNATIONAL INC"	252
267	1552	315	2488	"JOURNAL ENTRY"	520.43
267	1552	315	2489	"JOURNAL ENTRY"	1463.72
267	1552	315	2650	"IMAGISTICS INTERNATIONAL INC"	204
267	1552	315	2650	"IMAGISTICS INTERNATIONAL INC"	204
267	1552	56	2701	"WORLDWIDE BOOKS"	3997.83
267	1552	315	2706	"IMAGISTICS INTERNATIONAL INC"	428
267	1552	315	2711	"MINOLTA CORP"	106.3
267	1552	312	2716	"GRAYBAR ELECTRIC CO"	147.8
267	1552	312	2716	"VCU EXPENSE TRANSFERS"	22054.48
267	1552	312	2716	"VCU EXPENSE TRANSFERS"	31085.52
267	1552	312	2716	"VCU EXPENSE TRANSFERS"	125
267	1552	312	2716	"VCU EXPENSE TRANSFERS"	-17000
267	1552	312	2717	"VCU EXPENSE TRANSFERS"	17000
267	1552	312	2802	"BAY DIESEL"	4512
267	1552	312	2802	"BAY DIESEL"	3999
267	1552	312	2802	"BAY DIESEL"	4370.7
267	1552	312	2802	"BAY DIESEL"	730.7
267	1552	312	2802	"ELECTRICAL EQUIPMENT COMPANY"	69
267	1552	312	2802	"GRAYBAR ELECTRIC CO"	70.11
267	1552	312	2447	"VCU EXPENSE TRANSFERS"	411
267	1552	312	2488	"VCU EXPENSE TRANSFERS"	37
267	1552	312	2489	"VCU EXPENSE TRANSFERS"	165.05
267	1552	312	2704	"VCU EXPENSE TRANSFERS"	1456.45
267	1552	55	2711	"VCU EXPENSE TRANSFERS"	561.71
267	1552	55	2714	"VCU EXPENSE TRANSFERS"	-3500
267	1552	312	2704	"VCU EXPENSE TRANSFERS"	1023.42
267	1552	312	2704	"VCU EXPENSE TRANSFERS"	1855.98
267	1552	312	2706	"VCU EXPENSE TRANSFERS"	5045.04
267	1552	312	2706	"VCU EXPENSE TRANSFERS"	-3000
267	1552	312	2706	"VCU EXPENSE TRANSFERS"	396
267	1552	328	2448	"HANEY PAMELA"	134.94
267	1552	111	2716	"JOURNAL ENTRY"	1947.3
267	1552	111	2716	"JOURNAL ENTRY"	2326.35
267	1552	111	2716	"JOURNAL ENTRY"	2441.85
267	1552	111	2716	"JOURNAL ENTRY"	16793.45
267	1552	111	2716	"JOURNAL ENTRY"	3734.7
267	1552	111	2716	"JOURNAL ENTRY"	6826.7
267	1552	310	2802	"AMERICAN SEAMLESS FLOORS INC"	2500
267	1552	310	2802	"BFE LLC"	12776.61
267	1552	340	2447	"VCU EXPENSE TRANSFERS"	43.96
